CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
09.858-2,13/12/1991,OFÍCIO DOS REGISTROS PÚBLICOS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,02/06/2023,RS,SAO JERONIMO,cartorio.sj@gmail.com,2024-08-06,DANIEL KEUNECKE BROCHADO,DIRCELENE PEREIRA DA ROSA
09.859-0,15/01/1979,OFÍCIO DOS REGISTROS PÚBLICOS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,FORMIGUEIRO,oficiodeformigueiro@gmail.com,2024-07-31,ANTÔNIO GRENALVO ROSBACK DOMINGUEZ,JULIANA CASSOL SILVEIRA
09.860-8,01/06/1907,OFÍCIO DOS REGISTROS PÚBLICOS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,SANTA BARBARA DO SUL,registrosantos@gmail.com,2024-07-12,ELIESER GETER GERLACH DOS SANTOS,CELIA REGINA RODRIGUES SANTOS
09.861-6,07/04/1958,OFICIO DOS REGISTROS PUBLICOS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,13/05/2025,RS,HUMAITA,registroshumaita@gmail.com,2025-05-12,DANIELA TREVISOL,-
09.862-4,14/07/1918,Ofício dos Registros Públicos - Marcelino Ramos-RS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/03/2023,RS,MARCELINO RAMOS,cartoriomarcelinoramos@hotmail.com,2024-07-11,LIZETE FALLER,ROSANE RITA DA CRUZ
09.863-2,01/04/1896,Ofício dos Registros Públicos de Bom Retiro do Sul,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,BOM RETIRO DO SUL,rpbomretiro@gmail.com,1988-01-26,CLAUDIO NUNES GRECCO,CLECI INÊS BALASTRELLI
09.864-0,01/06/1983,OFÍCIO DOS REGISTROS PÚBLICOS DE ERVAL SECO,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,ERVAL SECO,cartorioervalseco@gmail.com,1993-02-01,MOACIR BASSO,MIGUEL FREDERICO VEIVERBERG
09.865-7,02/07/1979,ESMERALDA OFÍCIO DOS REGISTROS PÚBLICOS,Oficializada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,01/04/2024,RS,ESMERALDA,oficiodosregistrospublicos@yahoo.com.br,2024-07-08,PEDRO DI IULIO ILARRI,DEISE SUZIN ARMILIATO
09.866-5,03/12/1876,Ofício dos Registros Públicos de General Câmara,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,GENERAL CAMARA,rigeneralcamara@gmail.com.br,2024-07-15,GABRIELA RESEM DALLA ROSA,DAIANA LUCAS MARTINS
09.867-3,29/04/1983,OFICIO DOS REGISTROS PUBLICOS DE IGREJINHA,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,06/12/2019,RS,IGREJINHA,oficial@cartorioigrejinha.com.br,2024-07-10,FRANCIS PERONDI FOLLE PEROBELLI,LUIZA LIBARDI
09.868-1,01/01/1927,OFÍCIO DOS REGISTROS PÚBLICOS DE PORTÃO - RS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,10/04/2025,RS,PORTAO,rpportao@gmail.com,2025-04-10,ERIK ESSWEIN MÜLLER,DIEGO PEREIRA BARRETO
09.869-9,09/05/1978,OFÍCIO DOS REGISTROS PÚBLICOS DE SÃO MARCOS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,SAO MARCOS,registrossm@registrossm.com.br,1970-02-26,LOURDES ASTOLFI VIVAN,GIOVANA MARIA ASTOLFI RODRIGUES
09.870-7,02/01/1985,Ofício dos Registros Públicos de Serafina Corrêa,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,SERAFINA CORREA,contato@cartorioserafina.com.br,2024-07-10,JOSÉ CARLOS PICINI,GABRIEL TEBALDI
09.871-5,03/04/1907,OFÍCIO DOS REGISTROS PÚBLICOS E TABELIONATO DE PROTESTO DE ENCRUZILHADA DO SUL,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,20/10/2021,RS,ENCRUZILHADA DO SUL,riencruzilhada@hotmail.com,2018-02-01,THIAGO DE CASTRO BRANDãO VARGAS,ALICE ABRANCHES ARTHIDORO VARGAS
09.872-3,01/07/1977,OFÍCIO DOS REGISTROS PÚBLICOS E TABELIONATO DE PROTESTOS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,18/07/2025,RS,CATUIPE,cartoriocatuipe@gmail.com,2025-07-21,REJANE MARIA NEDEL WESCHENFELDER,CAROLINE BERNARDE
09.873-1,12/02/1948,OFICIO DOS REGISTROS PUBLICOS E TABELIONATO DE PROTESTOS DE RODEIO BONITO,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,RODEIO BONITO,cartoriorodeio@hotmail.com,2024-07-08,FLAVIO FLECK,SILENE LURDES FLECK
09.874-9,18/04/1913,PEDRO OSORIO CARTORIO DE OFICIO DE NOTAS E PROTESTOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,RS,PEDRO OSORIO,tab.pedroosorio@gmail.com,2024-07-26,LUISA TANIA ELESBÃO RODRIGUES,LETíCIA MACHADO RAMALHO
09.875-6,07/01/1921,Pinhal Grande Serviço Notarial e de Registro,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/03/2023,RS,PINHAL GRANDE,cartoriopinhal@yahoo.com,2024-07-18,ELSO BAPTISTELA,ADRIANA WENDLING
09.876-4,25/08/1971,9º TABELIONATO DE NOTAS DE PORTO ALEGRE,Privatizada,Notas,Ativo,PROVIDO,21/10/2021,RS,PORTO ALEGRE,nono@nonotabelionato.com.br,2024-07-15,ALAN LANZARIN,ALTEMIR FRANCISCO DA SILVA
09.877-2,01/01/1900,4 TABELIONATO DE NOTAS PORTO ALEGRE,Privatizada,Notas,Ativo,CONVERSÃO EM DILIGÊNCIA,02/05/2025,RS,PORTO ALEGRE,suporte@quartotabelionato.com.br,2025-05-02,PEDRO HENRIQUE RUAS ABREU AREAL MARQUES,-
09.878-0,16/08/1971,PORTO ALEGRE OITAVO TABELIONATO,Privatizada,Notas,Ativo,PROVIDO,26/03/2025,RS,PORTO ALEGRE,contato@8tabelionatopoa.com.br,2024-07-22,MARISE DORNELLES BREA,VITÓRIA  NOGUEIRA COELHO
09.879-8,18/01/1924,"Primeiro Ofício do Registro Civil das Pessoas Naturais, Registro Civil das Pessoas Jurídicas e Registro de Títulos e Documentos de Rio Grande - RS",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,RIO GRANDE,c.amaralrg@gmail.com,2024-07-10,ADRIANA AZEVEDO DO AMARAL,JOãO VICTOR AZEVEDO DE AMARAL HASAN
09.880-6,23/06/1932,PRIMEIRO TABELIONATO DE NOTAS DE CACHOEIRA DO SUL,Privatizada,Notas,Ativo,PROVIDO,21/03/2022,RS,CACHOEIRA DO SUL,administrativo@1tabcachoeiradosul.com.br,"2012-07-12, 2024-07-15",LEONARDO ANTONIO MENEGOLLA,ALINE LIMA SILVEIRA
09.881-4,16/06/1918,Primeiro Tabelionato de Notas,Privatizada,Notas,Ativo,VAGO,01/04/2024,RS,BAGÉ,1tabebg@gmail.com.br,2024-07-13,ADRIANO SERAFINI,-
09.882-2,03/03/1891,1º TABELIONATO DE NOTAS DE BENTO GONÇALVES,Privatizada,Notas,Ativo,CONVERSÃO EM DILIGÊNCIA,22/04/2025,RS,BENTO GONCALVES,contato@primeirotabelionatofalcao.com.br,2025-04-17,WASCHINGTON CÍCERO FERNANDES FALCÃO,LISIANE TONET FERNANDES FALCÃO
09.883-0,03/03/1900,PRIMEIRO TABELIONATO DE NOTAS DE SÃO BORJA,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,RS,SAO BORJA,cartorioclaudia@hotmail.com,2024-07-15,CLAUDIA PERUSSO DOS SANTOS,DOUGLAS FERREIRA DOS SANTOS
09.884-8,20/11/1847,Primeiro Tabelionato de Notas de Uruguaiana,Privatizada,Notas,Ativo,VAGO,01/04/2024,RS,URUGUAIANA,primeirotabelionatouruguaiana@gmail.com,2024-04-01,FáTIMA FORTUNA AGUILERA AMANTéA,-
09.885-5,07/04/1832,PRIMEIRO TABELIONATO DE NOTAS DE PELOTAS,Privatizada,Notas,Ativo,PROVIDO,17/03/2022,RS,PELOTAS,tabelionatodenotasdepelotas@gmail.com,2024-07-04,ALEXSANDER ROBERTO ALVES VALADÃO,-
09.886-3,03/07/1987,PRIMEIRO TABELIONATO SOUZA,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,RS,ALEGRETE,ajlb.souza@gmail.com,2024-07-22,ANTONIO JORGE LIMA BARCELLOS DE SOUZA,ANTONIO JORGE LIMA BARCELLOS DE SOUZA FILHO
09.887-1,14/08/1886,RCPN E ESPECIAIS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,05/06/2023,RS,SANTANA DO LIVRAMENTO,rcpnlivramento@gmail.com,2023-06-01,RAFAELA ANITA MORAIS PIMENTEL CHIQUETTI,-
09.888-9,10/02/1919,Redentora Ofício dos Registros Públicos,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,30/03/2022,RS,REDENTORA,cartorioredentora@hotmail.com,2024-07-15,MARLISE HEINSCH BOATINI,SUSANA PORTELA DE OLIVEIRA
09.889-7,29/09/1896,"REG. DE IMÓVEIS , TIT. DOC. E PROTESTOS",Oficializada,Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,26/11/2021,RS,VIAMAO,contato@cartorioviamao.com.br,2024-07-10,GUILHERME PINHO MACHADO,ANDRÉ MACIEL DE OLIVEIRA
09.890-5,01/09/1876,"Reg.Civil das Pessoas Naturais e Jurídicas,Títulos e Doc. e Tab. de Protesto - Extinto Reg Civil das Pessoas Naturais do Bonito. Capela Velha desativada temporari e extinto Reg. Civil de São Braz e Santa Auta",Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,29/10/2021,RS,CAMAQUA,registrocivilcamaqua@cartorioseganfredo.com.br,2024-07-15,MARIANA GASPAR SEGANFREDO,ZENIR ZENKER DECAVATÁ
09.891-3,25/09/1878,Bagé Registro de Imóveis,Privatizada,Registro de Contratos Marítimos / Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,BAGÉ,ieda.ianzer@hotmail.com,2024-07-09,IEDA SILVA RIBEIRO IANZER,MARCOS RODOLFO VAZ RIBEIRO
09.892-1,01/01/1889,Cartório de Registro Civil da 1ª Zona de Caxias do Sul,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,CAXIAS DO SUL,contato@cartorio1zonacaxias.com.br,2006-12-22,ROBERTO RUSCHEL DA SILVA,SIMONE CRISTINA ZIMMERMANN RUSCHEL
09.893-9,10/09/1897,Registro Civil das Pessoas Naturais,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/03/2023,RS,CARAZINHO,registrocivilcarazinho@hotmail.com,2024-07-12,DANILO ALCEU KUNZLER,-
09.894-7,04/01/1889,Registro Civil das Pessoas Naturais,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,SANTA CRUZ DO SUL,registrocivilscs@terra.com.br,1981-03-17,BEATRIZ MARQUES LEITãO,ANDREIA DIEHL FALEIRO
09.895-4,13/01/1889,REGISTRO CIVIL DAS PESSOAS NATURAIS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,CONVERSÃO EM DILIGÊNCIA,06/05/2025,RS,PASSO FUNDO,registrocivilpassofundo@gmail.com,2025-05-02,HONORIO LUIZ ALVES,EMERSON VIEIRA CAMPOS
09.896-2,21/05/1896,Registro Civil das Pessoas Naturais,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,10/06/2025,RS,SAO FRANCISCO DE PAULA,cartoriosaofranciscodepaula@gmail.com,2025-06-02,HONORIO JUNIOR DA SILVEIRA ALVES,MARILEI DA SILVA PEREIRA
09.897-0,18/01/1899,Registro Civil das Pessoas Naturais de Cacequi-RS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,20/03/2025,RS,CACEQUI,registrocivil0060@gmail.com,2025-03-20,MANOEL ANTONIO DE OLIVEIRA PALMEIRO,-
09.898-8,10/01/1877,Registro Civil das Pessoas Naturais de São Sepé-RS,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,SAO SEPE,rosimara.barros@tj.rs.gov.br,2024-07-08,ROSIMARA BEATRIZ DOS SANTOS DE BARROS,EDUARDO HERMES GIONGO
09.899-6,01/10/1870,REGISTRO CIVIL DAS PESSOAS NATURAIS DA 2ª ZONA,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,07/04/2025,RS,SANTA MARIA,rcpnsantamaria@gmail.com,2025-04-04,ANDRESSA KARINA PFEFFER GALLIO,ANA HELENA MORO CODEN
09.900-2,19/02/1933,REGISTRO CIVIL DAS PESSOAS NATURAIS DA 5ª ZONA,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,PORTO ALEGRE,cartorioquintazona@hotmail.com,2024-07-23,ARIOSTE SCHNORR,MARIANA FONSECA DE MIRANDA
09.901-0,24/07/1971,Registro Civil das Pessoas Naturais da 6ª Zona,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,PORTO ALEGRE,carlos.reis@tjrs.jus.br,2024-07-15,CARLOS FERNANDO REIS,SIMONE DA SILVA MAYERLE
09.902-8,28/10/1876,Registro Civil das Pessoas Naturais de Cachoeira do Sul,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,RS,CACHOEIRA DO SUL,clovis.hahn@tjrs.jus.br,2007-01-15,CLóVIS ALBERTO LIMBERGER HAHN,AMANDA REGINA GRESSLER
09.903-6,21/10/1876,"Registro Civil das Pessoas Naturais, RCPJ e RTD de Canguçu",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,07/04/2022,RS,CANGUCU,rcpncangucu@gmail.com,2024-08-06,AMADEU EWALD DA SILVA,TAMARA CAVALHEIRO VILELA
09.904-4,11/01/1877,REGISTRO CIVIL DAS PESSOAS NATURAIS DE RIO PARDO,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO - SUB JUDICE,23/02/2024,RS,RIO PARDO,riopardorc@gmail.com,2024-07-15,REGIS ILHA,SILVANA MACHADO ILHA
09.905-1,24/10/1988,SERVIÇO NOTARIAL E REGISTRAL DE BOJURU,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/03/2023,RS,SAO JOSE DO NORTE,cartoriodistritalbojuru@gmail.com,2024-07-26,SANTA TEREZINHA DIAS DE AQUINO,-
09.906-9,06/02/1889,Registro Civil das Pessoas Naturais e Especiais de Júlio de Castilhos,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,04/06/2025,RS,JULIO DE CASTILHOS,registrociviljc@hotmail.com,2025-06-04,AUGUSTO MARKS,-
09.907-7,18/08/1935,REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos,Ativo,PROVIDO,12/03/2023,RS,PASSA SETE,cartorio.passasete@gmail.com,2024-07-10,AQUELINO GHENO,KATYELE KESSELER
09.908-5,23/04/1927,"Registro Civil das Pessoas Naturais, 2ª Zona, Novo Hamburgo, RS",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,14/03/2024,RS,NOVO HAMBURGO,registrocivilnovohamburgo@gmail.com,2024-03-18,FERNANDO VIRMOND PORTELA GIOVANNETTI,-
09.909-3,13/10/1876,Serviço Registral  da Comarca de Caçapava do Sul,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,CONVERSÃO EM DILIGÊNCIA,07/05/2025,RS,CACAPAVA DO SUL,atendimento@cartoriocacapavadosul.com.br,2025-05-02,EDUARDO POMPERMAIER SILVEIRA,-
09.910-1,24/10/1888,Registro Civil e Especiais,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,SANTO ANTONIO DA PATRULHA,contato@cartoriosantoantonio.com.br,2001-08-28,ÉDISON RENATO KIRSTEN,MATEUS DE ANDRADE CARVALHO
09.911-9,25/02/1925,Tabelionato de Notas e Registro Civil das Pessoas Naturais de Aratiba/RS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,CONVERSÃO EM DILIGÊNCIA,13/05/2025,RS,ARATIBA,cartorio@aratiba.com,2025-05-12,MARIA FERNANDA BUTARELO TOFFOLI,-
09.912-7,24/02/1896,Registro Civil e Tabelionato de Notas de Marau-RS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,CONVERSÃO EM DILIGÊNCIA,15/04/2025,RS,MARAU,cartoriomarau@gmail.com,2025-04-14,CLAUDIO GEOVANE BECKER,EDEVALDO PAVãO
09.913-5,19/09/1876,CARTORIO DO REGISTRO CIVIL E ESPECIAIS,Privatizada,Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,RS,SANTA VITORIA DO PALMAR,cartoriosvp@hotmail.com,2006-12-18,RUI AURELIO DA FONSECA,DIOGO GELLER DA FONSECA
09.914-3,15/04/1911,"Registro Civil, Tabelionato e Especiais",Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,26/10/2021,RS,CAMARGO,cartoriocamargors@gmail.com,2024-07-06,LÚCIA BERWANGER HEMING,LEANDRO LUIZ HEMING
09.915-0,25/02/1987,Registro de Imóveis,Oficializada,Registro de Imóveis,Ativo,VAGO,07/05/2025,RS,TUPANCIRETA,registrotupa19@gmail.com,2025-05-02,ROSILMAR TARGINO TREDE,RODRIGO PACHECO RIBEIRO
09.916-8,28/12/1945,Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,16/07/2010,RS,CACEQUI,registrodeimoveiscacequi@hotmail.com,1989-10-17,LENIR MARLENE HENTSCHKE,MICHELE RODRIGUES CARVALHO DE MORAES
09.917-6,26/02/1940,Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/03/2023,RS,SARANDI,jazamprogna@gmail.com,2024-07-22,JOSE ANTÔNIO ZAMPROGNA,CRISTINA CAVALLI
09.918-4,16/09/1878,Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,VAGO,01/04/2024,RS,CAMAQUA,rimoveiscamaqua@gmail.com,2024-07-12,DANIEL KEUNECKE BROCHADO,ANA PAULA JARDIM
09.919-2,01/01/1875,REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,VAGO,01/04/2024,RS,SAO BORJA,crisaoborja@gmail.com,2024-04-01,RUBENS RAPHAEL TRANIN DE PAULI,CRISTIANO PRIEB TELó
09.920-0,15/04/1896,Registro de Imóveis 1ª Zona de Caxias do Sul/RS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,15/04/2025,RS,CAXIAS DO SUL,contato@1ricaxiasdosul.com.br,2025-04-07,RODRIGO PACHECO FERNANDES,-
09.921-8,17/09/1960,REGISTRO DE IMOVEIS 4 ZONA,Privatizada,Registro de Imóveis,Ativo,CONVERSÃO EM DILIGÊNCIA,03/04/2025,RS,PORTO ALEGRE,arturchada@hotmail.com,2025-04-03,MARCELO ARTUR MIRANDA CHADA,CAROLINA DA FONSECA TEIXEIRA
09.922-6,05/07/1865,Registro de Imóveis da 1a Zona de Porto Alegre,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/11/2011,RS,PORTO ALEGRE,cartorio@lamanapaiva.com.br,2024-07-15,JOãO PEDRO LAMANA PAIVA,VINICIUS TEOFILO LOTTICI PEREIRA
09.923-4,07/10/1873,Registro de Imóveis da 1ª Zona de Pelotas,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,PELOTAS,mario@mezzari.com.br,2024-07-04,MARIO PAZUTTI MEZZARI,MARCEL MEZZARI
09.924-2,22/01/1934,REGISTRO DE IMÓVEIS DA 2a. ZONA DE PORTO ALEGRE,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,PORTO ALEGRE,atendimento@risegundazonapoa.com,2024-07-10,REGINA DE FÁTIMA MARQUES FERNANDES,MARI LAURA VENTURINI
09.925-9,08/09/1935,Segundo Ofício Imobiliário de Caxias do Sul,Privatizada,Registro de Imóveis,Ativo,PROVIDO,19/07/2022,RS,CAXIAS DO SUL,m.neto@tjrs.jus.br,2024-08-05,MANOEL VALENTE FIGUEIREDO NETO,RITA NEUMA GOMES FIGUEIREDO
09.926-7,16/12/1959,Registro de Imóveis da 3ª Zona de Porto Alegre,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,PORTO ALEGRE,rg3azona@terra.com.br,2024-07-23,MOYSÉS MARCELO DE SILLOS,CARLOS ANTONIO LAGAGGIO VERFE
09.927-5,14/11/1865,REGISTRO DE IMÓVEIS DE ALEGRETE,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,ALEGRETE,cartorioalegrete@gmail.com,2007-01-12,ELAINE ALIATTI,JORGE TADEU PILLAR MAGGIO
09.928-3,18/07/1918,1ª ZONA DE REGISTRO DE IMÓVEIS DE ERECHIM-RS,Privatizada,Registro de Imóveis,Ativo,CONVERSÃO EM DILIGÊNCIA,03/04/2025,RS,ERECHIM,crierechim@crierechim.com.br,2025-04-03,JULIAN CRISTOPHER BELOTTO,EDUARDO PAVAN TRENTIN
09.929-1,13/10/1896,Registro de Imóveis de Gravataí,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,GRAVATAI,rigravatai@gmail.com,2024-07-04,ANTONIO VICENTE POLITO,ROBERTO GOERL
09.930-9,27/12/1875,REGISTRO DE IMÓVEIS DE PASSO FUNDO,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,PASSO FUNDO,RIPF@TERRA.COM.BR,2024-07-15,LUIZ JUAREZ NOGUEIRA DE AZEVEDO,LETÍCIA PALMA DE AZEVEDO
09.931-7,27/02/1867,Registro de Imóveis de Rio Pardo,Privatizada,Registro de Imóveis,Ativo,PROVIDO,15/03/2022,RS,RIO PARDO,registroimoveisrp@gmail.com,2024-07-09,FERNANDA FERRARINI GOMES DA COSTA,-
09.932-5,10/10/1956,REGISTRO DE IMÓVEIS DE ROLANTE,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,RS,ROLANTE,registroimoveisrolante@tca.com.br,2024-07-15,JANE CAROLINA DA ROSA DANTAS,RAFAELA CAROLINE BART
